"LABID","PT","PEN","AMO","MER","TAX","CFT","CFX","PEN_MIC_MM","AMO_MIC_MM","MER_MIC_MM","TAX_MIC_MM","CFT_MIC_MM","CFX_MIC_MM","PEN_MIC_RF","AMO_MIC_RF","MER_MIC_RF","TAX_MIC_RF","CFT_MIC_RF","CFX_MIC_RF","Platform"
"1568-99","2-3-2","0.12","0.03","0.06","0.25",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"1582-99","1-0-6","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.51","HiSeq"
"1585-99","23-0-32","0.06","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.04","0.03","0.06","0.06","0.5","0.5","HiSeq"
"1652-99","0-0-3","0.03","0.03",NA,NA,NA,"0.5","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"1655-00","23-26-2","0.03","0.03","0.06","0.06",NA,"0.5","0.06","0.06","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.51","HiSeq"
"1662-00","46-25-8","1","1","0.25","0.5",NA,"2","0.5","0.5","0.12","0.25",NA,"2","0.57","0.63","0.13","0.35","0.54","1.79","HiSeq"
"1668-00","27-36-8","4","8","2","2",NA,"4","4","8","2","8",NA,"4","3.69","6.92","1.3","1.34","0.99","3.99","HiSeq"
"1696-98","23-26-49","0.03",NA,"0.12","0.06",NA,"0.5","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"1769-00","23-26-2","0.06","0.06","0.06","0.12",NA,"0.5","0.06","0.06","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.51","HiSeq"
"1775-02","0-0-0","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"1813-98","2-0-50","0.03",NA,"0.06","0.12",NA,NA,"0.06","0.06","0.06","0.12",NA,"0.5","0.05","0.05","0.06","0.13","0.5","0.5","HiSeq"
"1829-99","2-0-64","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"1833-00","27-36-8","2","4","1","1",NA,"4","4","8","2","8",NA,"4","3.69","6.92","1.3","1.34","0.99","3.99","HiSeq"
"1834-00","27-29-33","1","0.5","0.12","8",NA,"4","8","4","1","8",NA,"4","1.84","0.58","0.21","6.01","3.88","3.57","HiSeq"
"1839-98","2-0-2","0.03",NA,NA,NA,NA,"1","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"1851-00","23-0-11","0.06","0.06","0.06","0.06",NA,"0.5","0.06","0.06","0.06","0.06","0.5","0.5","0.05","0.05","0.06","0.06","0.5","0.5","HiSeq"
"1864-00","2-29-89","0.12","0.12","0.06","0.06",NA,"0.5","0.06","0.12","0.06","0.06","0.5","0.5","0.12","0.11","0.06","0.08","0.5","0.5","HiSeq"
"1867-01","27-36-8","4","8","1","1",NA,"4","4","8","2","8",NA,"4","3.69","6.92","1.3","1.34","0.99","3.99","HiSeq"
"1868-00","0-6-2","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"1873-00","42-42-8","4","2","1","1",NA,"4","2","1","0.5","1","1","4","1.63","1.57","0.49","0.68","0.86","2.75","HiSeq"
"1879-00","25-36-62","4","8","2","4",NA,"4","4","8","1","2",NA,"4","5.33","9.76","1.39","5.72","2.53","3.34","HiSeq"
"1894-00","4-7-7","2","2","1","1",NA,"4","2","1","0.5","1","1","4","1.81","2.06","0.6","0.89","0.81","3.99","HiSeq"
"1897-00","1-2-2","0.03","0.03","0.06","0.06",NA,"0.5","0.06","0.06","0.06","0.25",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"1898-00","23-0-2","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"1904-00","0-0-0","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"1953-00","11-0-0","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.04","0.03","0.06","0.06","0.5","0.5","HiSeq"
"1962-99","23-26-34","0.03","0.03",NA,NA,NA,"0.5","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"1968-98","27-36-8","2",NA,"2","1",NA,"4","4","8","2","8",NA,"4","3.69","6.92","1.3","1.34","0.99","3.99","HiSeq"
"1970-98","0-0-2","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"1971-99","17-46-35","0.5","0.5","0.25","0.25",NA,"0.5","0.5","0.12","0.12","0.12","0.5","0.5","0.63","0.2","0.14","0.16","0.5","0.53","HiSeq"
"1985-98","0-0-3","0.03",NA,NA,NA,NA,"0.5","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2003000312","23-4-0","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.51","HiSeq"
"2008004334","13-11-16","4","8","1","2","2","4","2","2","1","0.25","0.5","2","2.63","4.87","0.92","1.07","0.9","3.61","HiSeq"
"2008008293","0-29-11","0.06","0.06","0.06","0.06","0.5","0.5","0.12","0.06","0.06","0.06","0.5","0.5","0.12","0.08","0.06","0.06","0.5","0.5","HiSeq"
"2008008309","8-0-11","0.06","0.06","0.06","0.06","0.5","0.5","0.12","0.12","0.06","0.06","0.5","0.5","0.1","0.06","0.06","0.06","0.5","0.5","HiSeq"
"2008008385","2-0-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2008008613","8-0-11","0.06","0.03","0.06","0.06","0.5","0.5","0.12","0.12","0.06","0.06","0.5","0.5","0.1","0.06","0.06","0.06","0.5","0.5","HiSeq"
"2008008728","8-0-11","0.06","0.06","0.06","0.06","0.5","0.5","0.12","0.12","0.06","0.06","0.5","0.5","0.1","0.06","0.06","0.06","0.5","0.5","HiSeq"
"2008008731","1-2-2","0.03","0.03","0.06","0.06","0.5","0.5","0.06","0.06","0.06","0.25",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2008227074","1-0-0","0.03","0.03","0.06","0.06","0.5","2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2008227157","0-29-11","0.12","0.06","0.06","0.06","0.5","0.5","0.12","0.06","0.06","0.06","0.5","0.5","0.12","0.08","0.06","0.06","0.5","0.5","HiSeq"
"2008227516","0-0-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2008227542","2-0-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2008227894","2-0-12","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.04","0.04","0.06","0.09","0.5","0.5","HiSeq"
"2008227920","2-0-6","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2008230628","13-11-16","4","8","1","2","1","4","2","2","1","0.25","0.5","2","2.63","4.87","0.92","1.07","0.9","3.61","HiSeq"
"2008232564","23-0-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2008236056","13-11-16","4","8","1","2","2","4","2","2","1","0.25","0.5","2","2.63","4.87","0.92","1.07","0.9","3.61","HiSeq"
"2008237882","8-0-11","0.06","0.06","0.06","0.06","0.5","0.5","0.12","0.12","0.06","0.06","0.5","0.5","0.1","0.06","0.06","0.06","0.5","0.5","HiSeq"
"2009201376","0-0-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2009202815","13-11-127","1","2","1","0.25","0.5","2","4","8","1","2","2","4","3.48","5.47","0.67","1.11","1.33","2.67","HiSeq"
"2009203268","0-0-3","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2009203274","13-11-8","2","4","1","1","1","4","4","8","1","8","4","4","4.28","7.91","1","1.22","1.22","4","HiSeq"
"2009203511","2-0-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2009203513","13-14-16","4","8","1","2","1","4","4","8","1","1","1","4","4.64","7.87","0.99","1.73","1.17","3.98","HiSeq"
"2009205598","11-0-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.04","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2009205599","13-11-16","4","8","1","2","2","4","2","2","1","0.25","0.5","2","2.63","4.87","0.92","1.07","0.9","3.61","HiSeq"
"2009205600","2-0-6","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2009206423","13-28-37","16","16",NA,"16","8","4","8","8","1","8","4","4","6.47","10.36","0.99","8.83","4.68","3.96","HiSeq"
"2009206427","2-0-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2009206428","2-3-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2009206436","13-11-16","4","8","1","2","2","4","2","2","1","0.25","0.5","2","2.63","4.87","0.92","1.07","0.9","3.61","HiSeq"
"2009206439","2-0-6","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2009206447","4-7-8","2","4","0.5","1","1","4","1","2","0.5","1","1","4","1.2","2.11","0.52","0.97","0.93","3.97","HiSeq"
"2009207275","2-0-6","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2009207277","13-11-26","2","4","1","4","4","4","8","8",NA,"8","4","4","6.28","8.53","0.96","7.74","4.28","4","HiSeq"
"2009208012","1-4-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2009208015","2-4-6","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2009208021","0-29-11","0.06","0.06","0.06","0.06","0.5","0.5","0.12","0.06","0.06","0.06","0.5","0.5","0.12","0.08","0.06","0.06","0.5","0.5","HiSeq"
"2009208544","0-1-1","0.06","0.03","0.06","0.06","0.5","0.5","0.25","0.03","0.06","0.12","0.5","0.5","0.2","0.04","0.06","0.11","0.5","0.51","HiSeq"
"2009208549","0-29-11","0.06","0.06","0.06","0.06","0.5","0.5","0.12","0.06","0.06","0.06","0.5","0.5","0.12","0.08","0.06","0.06","0.5","0.5","HiSeq"
"2009208555","2-0-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2009209134","29-12-26","4","2","0.5","8","4","4","2","2","0.5","1","1","4","3.14","1.66","0.46","3.86","2.55","3.83","HiSeq"
"2009209140","2-0-6","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2009209148","13-11-16","8","16","1","2","2","4","2","2","1","0.25","0.5","2","2.63","4.87","0.92","1.07","0.9","3.61","HiSeq"
"2009209280","2-6-38","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2009209281","0-0-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2009209482","2-0-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2009209487","2-0-6","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2009209868","13-11-16","4","8","1","2","2","4","2","2","1","0.25","0.5","2","2.63","4.87","0.92","1.07","0.9","3.61","HiSeq"
"2009209909","0-0-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2009209968","13-14-26","8","16","1","8","4","4","8","16","1","8","8","4","6.4","13.33","1.11","8.23","6.88","4","HiSeq"
"2009209970","1-2-2","0.03","0.03","0.06","0.06","0.5","0.5","0.06","0.06","0.06","0.25",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2009210224","2-0-6","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2009210231","2-0-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2009210864","13-11-16","4","8","1","2","2","4","2","2","1","0.25","0.5","2","2.63","4.87","0.92","1.07","0.9","3.61","HiSeq"
"2009210875","2-0-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2009210878","1-2-2","0.03","0.03","0.06","0.06","0.5","0.5","0.06","0.06","0.06","0.25",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2009210882","2-0-6","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2009210885","13-11-16","4","8","1","2","2","4","2","2","1","0.25","0.5","2","2.63","4.87","0.92","1.07","0.9","3.61","HiSeq"
"2009210894","13-11-16","4","8","1","2","2","4","2","2","1","0.25","0.5","2","2.63","4.87","0.92","1.07","0.9","3.61","HiSeq"
"2009210907","2-0-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2009210908","27-30-8","2","2","0.5","1","1","4","8","4","1","8",NA,"4","1.55","1.57","0.44","0.98","0.97","3.58","HiSeq"
"2009210924","1-2-2","0.03","0.03","0.06","0.06","0.5","0.5","0.06","0.06","0.06","0.25",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2009210929","2-4-0","0.03","0.06","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2009210936","13-11-16","4","8","1","1","1","4","2","2","1","0.25","0.5","2","2.63","4.87","0.92","1.07","0.9","3.61","HiSeq"
"2009210937","0-0-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2009210939","1-2-2","0.03","0.03","0.06","0.06","0.5","0.5","0.06","0.06","0.06","0.25",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2009210956","27-30-8","2","2","0.5","0.5","1","4","8","4","1","8",NA,"4","1.55","1.57","0.44","0.98","0.97","3.58","HiSeq"
"2009210961","2-3-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2009211070","2-0-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2009211080","2-0-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2009211089","8-0-11","0.06","0.03","0.06","0.06","0.5","0.5","0.12","0.12","0.06","0.06","0.5","0.5","0.1","0.06","0.06","0.06","0.5","0.5","HiSeq"
"2009211095","13-11-16","8","8",NA,"2","2","4","2","2","1","0.25","0.5","2","2.63","4.87","0.92","1.07","0.9","3.61","HiSeq"
"2009211096","11-0-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.04","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2009211097","13-14-26","8","8","1","8","4","4","8","16","1","8","8","4","6.4","13.33","1.11","8.23","6.88","4","HiSeq"
"2009211102","2-0-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2009211109","8-0-11","0.03","0.03","0.06","0.06","0.5","0.5","0.12","0.12","0.06","0.06","0.5","0.5","0.1","0.06","0.06","0.06","0.5","0.5","HiSeq"
"2009211112","2-6-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2009211113","3-5-5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2009211125","8-0-11","0.06","0.06","0.06","0.06","0.5","0.5","0.12","0.12","0.06","0.06","0.5","0.5","0.1","0.06","0.06","0.06","0.5","0.5","HiSeq"
"2009211129","8-0-11","0.12","0.06","0.06","0.06","0.5","0.5","0.12","0.12","0.06","0.06","0.5","0.5","0.1","0.06","0.06","0.06","0.5","0.5","HiSeq"
"2009211142","2-0-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2009211232","15-7-8","2","2","0.5","1","0.5","4","1","1","0.5","0.5","0.5","4","0.96","1.29","0.46","0.49","0.66","3.99","HiSeq"
"2009211239","24-27-28","0.25","0.03","0.06","0.25","0.5","0.5","0.25","0.06","0.06","0.12","0.5","0.5","0.21","0.08","0.06","0.12","0.51","0.5","HiSeq"
"2009211240","19-31-8","1","1","0.25","0.5","0.5","2","0.5","0.5","0.12","0.25",NA,"2","0.57","0.62","0.14","0.31","0.56","1.84","HiSeq"
"2009211242","9-4-3","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2009211244","2-3-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2009211245","17-1-22","1","0.06","0.06","0.25","0.5","0.5","0.5","0.12","0.12","0.12","0.5","0.5","0.56","0.11","0.11","0.17","0.51","0.54","HiSeq"
"2009211246","2-0-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2009211248","0-29-11","0.06","0.06","0.06","0.06","0.5","0.5","0.12","0.06","0.06","0.06","0.5","0.5","0.12","0.08","0.06","0.06","0.5","0.5","HiSeq"
"2009211258","17-15-22","0.5","0.06","0.12","0.12","0.5","0.5","0.5","0.5","0.25","0.25",NA,"0.5","0.47","0.09","0.13","0.19","0.53","0.59","HiSeq"
"2009211267","1-2-2","0.03","0.03","0.06","0.06","0.5","0.5","0.06","0.06","0.06","0.25",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2009211285","13-11-16","8","8","1","2","2","4","2","2","1","0.25","0.5","2","2.63","4.87","0.92","1.07","0.9","3.61","HiSeq"
"2009211298","13-11-16","4","8","1","2","1","4","2","2","1","0.25","0.5","2","2.63","4.87","0.92","1.07","0.9","3.61","HiSeq"
"2009211299","13-11-16","4","8","1","1","1","4","2","2","1","0.25","0.5","2","2.63","4.87","0.92","1.07","0.9","3.61","HiSeq"
"2009211518","13-11-16","4","8","1","2","2","4","2","2","1","0.25","0.5","2","2.63","4.87","0.92","1.07","0.9","3.61","HiSeq"
"2009211964","2-0-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2009211969","2-3-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2009212151","13-11-16","4","8","1","2","1","4","2","2","1","0.25","0.5","2","2.63","4.87","0.92","1.07","0.9","3.61","HiSeq"
"2009212155","0-29-11","0.12","0.12","0.06","0.06","0.5","0.5","0.12","0.06","0.06","0.06","0.5","0.5","0.12","0.08","0.06","0.06","0.5","0.5","HiSeq"
"2009212157","13-11-16","4","8","1","2","2","4","2","2","1","0.25","0.5","2","2.63","4.87","0.92","1.07","0.9","3.61","HiSeq"
"2009212611","1-0-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2009212646","2-0-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2009212648","30-0-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2009212654","2-0-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2009212662","2-0-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2009212704","8-29-8","0.25","0.12","0.06","0.25","0.5","1","1","0.5","0.12","0.5",NA,"2","0.64","0.37","0.12","0.37","0.53","1.7","HiSeq"
"2009212708","2-3-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2009212726","2-0-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2009212727","2-0-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2009212730","2-0-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2009212732","1-2-2","0.03","0.03","0.06","0.06","0.5","0.5","0.06","0.06","0.06","0.25",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2009212737","8-0-11","0.06","0.03","0.06","0.06","0.5","0.5","0.12","0.12","0.06","0.06","0.5","0.5","0.1","0.06","0.06","0.06","0.5","0.5","HiSeq"
"2009212746","2-0-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2009212749","2-0-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2009212753","2-0-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2009212769","2-0-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2009212770","32-29-11","0.12","0.06","0.06","0.06","0.5","0.5","0.12","0.12","0.06","0.06","0.5","0.5","0.11","0.09","0.06","0.06","0.5","0.5","HiSeq"
"2009212786","2-3-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2009212796","13-11-16","4","8","1","2","1","4","2","2","1","0.25","0.5","2","2.63","4.87","0.92","1.07","0.9","3.61","HiSeq"
"2009212799","13-11-16","4","8","1","2","1","4","2","2","1","0.25","0.5","2","2.63","4.87","0.92","1.07","0.9","3.61","HiSeq"
"2009212800","13-11-16","4","8","1","2","2","4","2","2","1","0.25","0.5","2","2.63","4.87","0.92","1.07","0.9","3.61","HiSeq"
"2009212801","0-0-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2009212813","2-0-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2009212842","1-2-2","0.03","0.03","0.06","0.06","0.5","0.5","0.06","0.06","0.06","0.25",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2009212847","2-3-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2009212848","1-2-2","0.03","0.03","0.06","0.06","0.5","0.5","0.06","0.06","0.06","0.25",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2009212859","2-0-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2009212862","2-4-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2009212866","2-0-6","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
